brooklin,145,1000,2,3,2,1864861.5361712624brooklin,145,1000,2,3,2,1864861.5361712624brooklin,120,1000,2,3,2,1526385.340459363brooklin,120,1000,2,3,2,1526385.340459363
brooklin,95,1000,2,3,2,1245426.6343237814
